store_name,property_id,,
全家便利店,休闲食品,,
Monologue,珠宝首饰,,
YOUNGOR,品牌服饰,,
Salud冻酸奶,休闲食品,,
胡子大厨,美食餐饮,,
dzzit,品牌服饰,,
上海故事,鞋包配饰,,
杂物社,家居生活,,
Dr.Kong,婴幼儿童,,
Fred Perry,品牌服饰,,
布景,品牌服饰,,
卡乐星,美食餐饮,,
泸溪河,美食餐饮,,
和府捞面,美食餐饮,,
唐人吃面局,美食餐饮,,
马马地茶餐厅,美食餐饮,,
精悦蓉,美食餐饮,,
Mercedes-Benz 冠松之星,其他,,
周生生,珠宝首饰,,
太二酸菜鱼,美食餐饮,,
潮记1975点心专门店,美食餐饮,,
ubras,品牌服饰,,
BLT,家居生活,,
OTO,家居生活,,
SUPER MONKEY,休闲娱乐,,
椰庭,美食餐饮,,
海马体照相馆,家居生活,,
伊本造型,丽人美业,,
茶宗师,休闲食品,,
ECCO,鞋包配饰,,
韩宫宴,美食餐饮,,
久久丫,休闲食品,,
R&B巡茶,休闲食品,,
LACOSTE,品牌服饰,,
LEVIS,品牌服饰,,
屈臣氏,家居生活,,
点叶,休闲食品,,
糖纸,休闲食品,,
mannercoffee,休闲食品,,
爱婴室,婴幼儿童,,
Hotwind,鞋包配饰,,
TCH,品牌服饰,,
城市集市,美食餐饮,,
左庭右院,美食餐饮,,
champion,品牌服饰,,
皖香小菜园,美食餐饮,,
车微家,其他,,
面包新语,休闲食品,,
苏小柳,美食餐饮,,
名创优品,家居生活,,
ABUN,品牌服饰,,
19八3,家居生活,,
姚同楷,教育培训,,
趣抓,婴幼儿童,,
六福珠宝,珠宝首饰,,
两三事,品牌服饰,,
H&M,时尚精品,,
探炉烤鱼,美食餐饮,,
爱智优,婴幼儿童,,
芙蓉楼,美食餐饮,,
蛙小侠,美食餐饮,,
EMU（依妙）红玫瑰,品牌服饰,,
鱼乐海洋,婴幼儿童,,
sunion,数码电器,,
Kwr茶,美食餐饮,,
星巴克,美食餐饮,,
安莉芳,品牌服饰,,
萨莉亚,美食餐饮,,
老凤祥,珠宝首饰,,
启扬教育,教育培训,,
大脑地图,教育培训,,
汉堡王,美食餐饮,,
乐高活动中心,婴幼儿童,,
挞柠,美食餐饮,,
芭芭拉小天使,教育培训,,
欢乐小玩家,婴幼儿童,,
多喜满福城,美食餐饮,,
谭鸭血,美食餐饮,,
卢米埃影院,休闲娱乐,,
开饭,美食餐饮,,
小猪班纳,品牌服饰,,
美心西饼,美食餐饮,,
华为,数码电器,,
芭曲,丽人美业,,
AMASS,品牌服饰,,
永旺美思佰乐,超市,,
优衣库,时尚精品,,
肯德基,美食餐饮,,
诗美啦美肤科技体验馆,丽人美业,,
中国黄金,珠宝首饰,,
周大生,珠宝首饰,,
企鹅英语,教育培训,,
江渔儿,美食餐饮,,
adidas,品牌服饰,,
九田家黑牛烤肉,美食餐饮,,
卡帝乐鳄鱼,品牌服饰,,
服务台减免（南区）,美食餐饮,,
JU服饰,品牌服饰,,
赛乐联盟,婴幼儿童,,
欧包遇见茶,美食餐饮,,
奈瑞儿,丽人美业,,
大师兄,美食餐饮,,
小米之家,数码电器,,
伊丽汇,丽人美业,,
卡多多西餐厅,美食餐饮,,
DEAR DEER,品牌服饰,,
AdidasKids,品牌服饰,,
EMU（依妙）黄玫瑰,品牌服饰,,
新粤,美食餐饮,,
Y&M国际艺术,教育培训,,
安踏,品牌服饰,,
vivo,数码电器,,
绿茶,美食餐饮,,
朝阳财富广场充电桩,餐饮,,
中行,银行,,
店铺（虾）,美食餐厅,,
中国农业银行,银行,,
会议室,银行,,
车趣洗车店,生活服务,,
虾饺妹,美食餐厅,,
金吉鸟,健身房,,
招行,银行,,
哈艺,影院,,
大宁街道党建办,餐饮,,
合生、珠江投资,餐饮,,
鹅将,餐饮,,
超竞,餐饮,,
林怀,餐饮,,
大董,美食餐饮,,
余记,美食餐饮,,
沪上阿姨,美食餐饮,,
江南渔乡,美食餐饮,,
彩票站,品牌服饰,,
灰姑娘,美食餐饮,,
五道口枣糕王,美食餐饮,,
窑啊窑,美食餐饮,,
咂么味儿,美食餐饮,,
韩时烤肉,美食餐饮,,
香满园春饼,美食餐饮,,
丽家宝贝,婴幼儿童,,
汉翔书法,婴幼儿童,,
thegreenparty,品牌服饰,,
PUMUKO,品牌服饰,,
漫樱川町,美食餐饮,,
大地影院,休闲娱乐,,
潮汕古巷,美食餐饮,,
弘武搏击俱乐部,休闲娱乐,,
酷玩游义,婴幼儿童,,
乌巢比萨主义主题餐厅,美食餐饮,,
生灵奇境,婴幼儿童,,
安踏,品牌服饰,,
GNU弄咖啡,美食餐饮,,
中国黄金,品牌服饰,,
贡茶,美食餐饮,,
喜德仁少儿推拿,婴幼儿童,,
屈臣氏,美食餐饮,,
樊文花,品牌服饰,,
Hotwind,品牌服饰,,
栗记麦香坊,美食餐饮,,
NIKE,品牌服饰,,
好利来,美食餐饮,,
卡帝乐鳄鱼,品牌服饰,,
rise瑞思学科英语,婴幼儿童,,
保兴大药房,品牌服饰,,
Anta kids,婴幼儿童,,
艺术伞,婴幼儿童,,
熊小米,婴幼儿童,,
海澜之家,品牌服饰,,
京华,品牌服饰,,
BBface,婴幼儿童,,
至慧学堂,美食餐饮,,
悦汇同乐迪,休闲娱乐,,
雪乐山,婴幼儿童,,
一味一诚,美食餐饮,,
威康健身,休闲娱乐,,
华为生活馆,数码电器,,
山之川,美食餐饮,,
乐悠滋,婴幼儿童,,
色古伊人,品牌服饰,,
阿芮鸡爪,美食餐饮,,
酸菜鱼米线,美食餐饮,,
森林鸟,品牌服饰,,
佩霖美容会所,美食餐饮,,
新宜风尚,美食餐饮,,
明出教育,婴幼儿童,,
曼玲粥店,美食餐饮,,
进巍美甲,品牌服饰,,
龙门花甲,美食餐饮,,
纽约国际儿童,婴幼儿童,,
呷哺呷哺,美食餐饮,,
百味丸,美食餐饮,,
HI 小面,美食餐饮,,
唯品会,品牌服饰,,
吉姆大师傅,美食餐饮,,
我醉倔,美食餐饮,,
老凤祥,珠宝首饰,,
雪加,品牌服饰,,
鱼你在一起,美食餐饮,,
鱼鱿天下,美食餐饮,,
大鼓米线,美食餐饮,,
艺之蓝,品牌服饰,,
百丽,品牌服饰,,
小恒水饺,美食餐饮,,
波司登,品牌服饰,,
便利蜂,品牌服饰,,
vivo,品牌服饰,,
青蛙皇子,婴幼儿童,,
本宫的茶,美食餐饮,,
Balabala巴拉巴拉,婴幼儿童,,
魅力音符,婴幼儿童,,
水立坊,美食餐饮,,
麦瑰有约,美食餐饮,,
菜蜀蜀,美食餐饮,,
熊猫星厨,美食餐饮,,
CoCo 都可,美食餐饮,,
ONLY,品牌服饰,,
VERO MODA,品牌服饰,,
JACK&JONES,品牌服饰,,
进巍护肤,休闲娱乐,,
烟酒商行,品牌服饰,,
争鲜,美食餐饮,,
功夫派,婴幼儿童,,
阿迪达斯,品牌服饰,,
松山棉店,品牌服饰,,
川成元,美食餐饮,,
金豆角焖面,美食餐饮,,
金宝贝,婴幼儿童,,
谷斯妈妈,婴幼儿童,,
海底捞,美食餐饮,,
物美,超市,,
爱慕AíMER,品牌服饰,,
华夏银行,餐饮,,
瑞华口腔,餐饮,,
KK新时尚KTV,餐饮,,
维多利沐足,餐饮,,
商管物业部,餐饮,,
项目售楼部,餐饮,,
招商银行,餐饮,,
方雯瑾（中信银行）,餐饮,,
韩雯靖（中信银行）,餐饮,,
潘海杰（上海银行）,餐饮,,
顾睿琦（上海银行）,餐饮,,
周宇晶（上海银行）,餐饮,,
陈漪芳（上海银行）,餐饮,,
魏鹤洁（上海银行）,餐饮,,
赵晓怡（上海银行）,餐饮,,
陈文娟（上海银行）,餐饮,,
马茜（上海银行）,餐饮,,
曹明敏（上海银行）,餐饮,,
心享纯K,餐饮,,
宝燕海鲜,餐饮,,
龙庭,餐饮,,
测试,餐饮,,
广州酒家,餐饮,,
中国银行,餐饮,,
中国银行2,餐饮,,
中国银行3,餐饮,,
珠江国际大厦招商,餐饮,,
珠江国际大厦物业部,餐饮,,
美斯西餐厅,餐饮,,
美肌工坊,餐饮,,
美贝拉spa美容,餐饮,,
英孚教育,餐饮,,
同湘会,餐饮,,
德意美甲,餐饮,,
力德教育,餐饮,,
丝域,餐饮,,
SOSOCLUB,餐饮,,
艾涂图,餐饮,,
亚朵酒店,餐饮,,
静娇,餐饮,,
春宇,餐饮,,
好牛电子,餐饮,,
通策,餐饮,,
南郡,餐饮,,
木莲庄酒店,餐饮,,
鱼台食府,餐饮,,
工商银行,餐饮,,
建设银行,餐饮,,
名创优品,生活配套,,
美盒比萨,美食餐饮,,
永顺炸鸡,美食餐饮,,
领鲜大叔,美食餐饮,,
麻六甲,美食餐饮,,
烧r师,美食餐饮,,
云饵小市,美食餐饮,,
WARAWARA,美食餐饮,,
雕刻时光,美食餐饮,,
MR.VAPOR,美食餐饮,,
酒花深处,美食餐饮,,
WINETAIL,美食餐饮,,
PANDABUNNY,美食餐饮,,
铮酒馆,美食餐饮,,
川,美食餐饮,,
喵星球,美食餐饮,,
cup one,美食餐饮,,
ISH,美食餐饮,,
7月11日,生活配套,,
松子,美食餐饮,,
姐夫很面,美食餐饮,,
呷哺呷哺,美食餐饮,,
Vons,美食餐饮,,
鲸一食堂,美食餐饮,,
道酿,生活配套,,
La tercera,美食餐饮,,
极光私影,休闲娱乐,,
韩国魔王猪蹄,美食餐饮,,
喜茶,美食餐饮,,
汉堡王,美食餐饮,,
joy way,美食餐饮,,
物美,生活配套,,
魅KTV,休闲娱乐,,
大地影院,休闲娱乐,,
糖厂街,美食餐饮,,
张晶（负败健身）,生活配套,,
作.居酒屋,美食餐饮,,
VyouGirls,生活配套,,
有柴宠物（望京店）,生活配套,,
泊月湾,美食餐饮,,
松山棉店,生活配套,,
窝边草,美食餐饮,,
雨巷,生活配套,,
FEEL国际美容美发沙龙,生活配套,,
华为,生活配套,,
星巴克,美食餐饮,,
family,生活配套,,
辉佐,美食餐饮,,
辉佐家的饭,美食餐饮,,
喜家德虾仁水饺,美食餐饮,,
雪茄,生活配套,,
巴黎贝甜,美食餐饮,,
YOGORO咖哩,美食餐饮,,
江户前日料,美食餐饮,,
九片叶,美食餐饮,,
RELX,生活配套,,
四眼仔车仔面,美食餐饮,,
南锣肥猫,美食餐饮,,
牛汤哥,美食餐饮,,
站点披萨,美食餐饮,,
L&C,珠宝首饰,,
FIRE WORKS,美食餐饮,,
西南官话,美食餐饮,,
海马体照相馆,生活配套,,
紫齐百合,生活配套,,
呈安文画,生活配套,,
北京中天火炉火餐饮有限公司,美食餐饮,,
满满韩记枣糕,美食餐饮,,
大碗S,美食餐饮,,
梧槽豆花,美食餐饮,,
杂物社,生活配套,,
代字行,生活配套,,
赛德阳光,生活配套,,
渡娘火锅,美食餐饮,,
渝是乎,美食餐饮,,
茶汤李,美食餐饮,,
MINIPEACE,婴幼儿童,,
酷族街舞 Cool zone,教育培训,,
蚝英雄,美食餐饮,,
小鲜岛,美食餐饮,,
巧虎,婴幼儿童,,
VEROMODA,品牌服饰,,
极米,数码电器,,
代字行,生活配套,,
闹川,美食餐饮,,
Pandora,珠宝首饰,,
play lounge,品牌服饰,,
MilkT,美食餐饮,,
SUPERDRIVINGSCHOOL,婴幼儿童,,
Onitsuka tiger（OT）,品牌服饰,,
Asics,品牌服饰,,
VGOBYVICUTU,品牌服饰,,
GOFI迪士尼集合店,婴幼儿童,,
Pennines,品牌服饰,,
V’S,珠宝首饰,,
INSTYLE,丽人美业,,
鹿港小镇,美食餐饮,,
疯克大象,美食餐饮,,
特爱泰,美食餐饮,,
SKECHERSKids,婴幼儿童,,
aiimii,时尚精品,,
adidas,品牌服饰,,
jnbybyJNBY,婴幼儿童,,
森林鸟,品牌服饰,,
阿甘锅盔,美食餐饮,,
海马体照相馆,生活配套,,
GEMMO,品牌服饰,,
鱼品记,美食餐饮,,
喜家德虾仁水饺,美食餐饮,,
龙柒螺蛳粉,美食餐饮,,
海盗船,珠宝首饰,,
娄三少春饼,美食餐饮,,
JΛRLL,时尚精品,,
傲胜,生活配套,,
玩了,美食餐饮,,
MOFAN,时尚精品,,
新疆大盘鸡,美食餐饮,,
小时候的童年,生活配套,,
星巴克,美食餐饮,,
playABC,教育培训,,
GMYD光明园迪,教育培训,,
miomi,鞋包配饰,,
小天才,数码电器,,
大疆,生活配套,,
TR/BECA,时尚精品,,
6ixty8ight,生活配套,,
POPMART,时尚精品,,
Ellesse,品牌服饰,,
米源祥,美食餐饮,,
天福茗茶,生活配套,,
赶场子,美食餐饮,,
新辣道,美食餐饮,,
YeeHoo,婴幼儿童,,
SHINE萱子,珠宝首饰,,
艺术客,品牌服饰,,
19八3,时尚精品,,
KT夸特世界,生活配套,,
工长乐,美食餐饮,,
Mommy Q,婴幼儿童,,
串小贱,美食餐饮,,
优禾生活,生活配套,,
厝内小眷村,美食餐饮,,
多啦宝贝家庭影像馆,生活配套,,
烹然四季椰子鸡火锅,美食餐饮,,
CiCi纤美,丽人美业,,
BUILD A BEAR,婴幼儿童,,
邓老凉茶,美食餐饮,,
Eggogo,美食餐饮,,
醉面,美食餐饮,,
稻香村,美食餐饮,,
蛙蛙叫,美食餐饮,,
TISSOT,时尚精品,,
果然汁己,美食餐饮,,
虾小士,美食餐饮,,
LONGINES,时尚精品,,
FF,时尚精品,,
觅MILOUNGE,美食餐饮,,
周大福,珠宝首饰,,
CUCH,时尚精品,,
野人牧坊,美食餐饮,,
ECCO,时尚精品,,
泰兰尼斯TARANIS,婴幼儿童,,
ZARA,时尚精品,,
匠人牛品,美食餐饮,,
原心艺术工坊,教育培训,,
Moussy/Sly,时尚精品,,
果明治,美食餐饮,,
光明园迪,教育培训,,
RE-BLUE,时尚精品,,
Belle,时尚精品,,
鹅夫人,美食餐饮,,
tasty 西堤厚牛排,美食餐饮,,
星客多,丽人美业,,
笑西西肉夹馍研究所,美食餐饮,,
KKV,生活配套,,
星怡会,美食餐饮,,
橙意牛仔,美食餐饮,,
塔哈尔新疆盛宴,美食餐饮,,
奶奶的美食,美食餐饮,,
探鱼,美食餐饮,,
牛角Gyu-kaku,美食餐饮,,
全牛匠,美食餐饮,,
丸wuM,美食餐饮,,
玛雅铁板烧,美食餐饮,,
可隆,品牌服饰,,
天鹅湖畔,教育培训,,
卤西西,美食餐饮,,
阿芮鸡爪,美食餐饮,,
李嘉嘉,美食餐饮,,
超级驾驶学院,教育培训,,
一碗靓汤,美食餐饮,,
